编号	课程名称	开课单位	专业方向	学分	已选人数	余量	授课老师	上课周次	上课时间	上课地点	课程属性	课程性质
455	道路交通环境工程	交通工程系		1.5	54	46	孙泰屹	"3-8,3-8"	"?10304,30304"	"教一楼一区404,教一楼一区305"	选修	专业任选课程
456	土木工程CAD	建筑学教研室		2	101	39	郭再林	"9-13,9-13"	"?20304,40304"	"教三楼307（黄家湖）,教三楼307（黄家湖）"	选修	专业任选课程
457	场地设计	建筑学教研室		2.5	33	107	刘伟毅	"12-16,12-16"	"?201020304,401020304"	"教三楼404（黄家湖）,教三楼405（黄家湖）"	必修	学科基础平台课程
458	混凝土基本原理	结构教研室	土木工程方向1	4	60	80	郭再林	"9-13,1-13,1-13"	"?50506,40102,20102"	"教三楼306（黄家湖）,教三楼307（黄家湖）,教三楼307（黄家湖）"	选修	专业方向课程1
459	系统工程	交通运输系		2	31	17	吴小珍	"8-15,8-15"	"?20506,50304"	"汽车楼205,汽车楼205"	必修	专业核心课程
460	水力学B	给水排水教研室	土木工程方向2	2	114	26	金清平	"2-8,2-8"	"?10708,40708"	"教三楼404（黄家湖）,教三楼306（黄家湖）"	选修	专业任选课程
461	水文学与水文地质	给水排水教研室		2	78	62	王健	"7-14,7-14"	"?10506,30506"	"教三楼306（黄家湖）,教三楼306（黄家湖）"	选修	专业方向课程1
462	高级英语(一)	外语系		4	30	22	马燕	"1-16,1-16"	"?20506,20102"	"教一楼二区102,教一楼一区401"	必修	专业核心课程
463	专业英语	理学院		2	84	0	王难烂	"10-17,10-17"	"?50304,20304"	"教一楼一区208,教一楼一区208"	选修	学科基础平台课程
464	数学建模	信息与计算科学系		2	142	3	王文波	"4-10,4-10"	"?20102,50102"	"教一楼一区404,教一楼一区306"	选修	学科基础平台课程
465	管理英语	行政管理教研室		3	62	91	吴汉军	"1-17,11-17"	"?10304,30304"	"教四楼一区101,教四楼一区102"	必修	专业核心课程
466	员工福利概论	行政管理教研室		2	28	30	邱莉丽	"9-16,9-16"	"?30304,10304"	"汽车楼206,汽车楼207"	选修	专业任选课程
467	金融与投资	行政管理教研室		3	28	106	王伟	"7-18,7-18"	"?10708,50708"	"教一楼一区502,教一楼一区501"	必修	专业核心课程
468	建筑电气	电工电子基础课部		1	82	52	张彦	1月8日	?40708	教一楼一区201	选修	专业任选课程
469	流体输配管网	暖通教研室		3	70	20	杨金凤	"7-17,7-17"	"?20304,40304"	"教三楼308（黄家湖）,教三楼308（黄家湖）"	必修	专业核心课程
470	道路勘测设计	交通工程系		3	76	41	钟炳迪	"3-10,3-10,3-10"	"?50708,20708,40506"	"教三楼104（黄家湖）,汽车楼204,汽车楼204"	必修	专业核心课程
471	液压及气压传动	交通运输系		2.5	61	23	赵显新	"1-6,1-6,1-6"	"?10506,40506,30506"	"教一楼一区405,教一楼一区209,教一楼一区308"	必修	专业核心课程
472	专业英语	社会工作教研室		2.5	23	61	宁雯雯	"9-18,9-18"	"?50506,30708"	"教一楼一区405,教四楼一区105"	必修	专业核心课程
473	算法设计与分析	计算机科学教研室		3	88	52	刘静（计）	"4-13,4-12"	"?20506,40506"	"教三楼105（黄家湖）,教三楼104（黄家湖）"	选修	专业任选课程
474	计算物理基础	应用物理系		2	47	87	李钰	1月10日	?30304	教一楼一区302	选修	专业任选课程
475	物流系统工程	交通运输系		2	61	23	吴小珍	"9-16,9-16"	"?50506,20708"	"教三楼411(黄家湖）,汽车楼211"	必修	专业核心课程
476	德语语言学基础	德语系		2	27	25	向开	1月16日	?20304	教四楼二区110	选修	学科基础平台课程
477	房屋建筑学	建筑学教研室	土木工程方向1	3.5	100	40	李洁	"7-8,1-13,1-13"	"?50506,20708,40506"	"教三楼306（黄家湖）,教三楼205（黄家湖）,教三楼307（黄家湖）"	选修	专业方向课程1
478	材料研究方法Ⅱ	应用物理系		1.5	47	37	侯廷平	"2-7,2-7"	"?20506,40506"	"教一楼一区109,教一楼一区109"	选修	专业方向课程1
479	药理学	医学院		4.5	113	7	"胡先敏,刘娟,江珍玉,袁琼"	"1-5,7-9,1-5,7-15,1-5,7-15,1-5,7-9,1-5,7-15,1-5,7-15,1-5,7-9,1-5,7-15,1-5,7-15,1-5,7-9,1-5,7-15,1-5,7-15"	"?50506,30102,10304,50506,30102,10304,50506,30102,10304,50506,30102,10304"	"教一楼一区106,教一楼一区106,教一楼一区106,教一楼一区106,教一楼一区106,教一楼一区106,教一楼一区106,教一楼一区106,教一楼一区106,教一楼一区106,教一楼一区106,教一楼一区106"	必修	学科基础平台课程
480	离散数学	计算机科学与技术学院		4	30	60	邓莉	"1-16,1-16"	"?20304,40506"	"教三楼110（黄家湖）,教三楼311（黄家湖）"	必修	学科基础平台课程
481	简明医学史	医学院		1	85	15	袁修学	"13-16,13-16"	"?20506,40102"	"教一楼一区105,教一楼一区105"	选修	学科基础平台课程
482	职业生涯规划与就业创业指导	学工处通识课程教研室		1	88	46	张彦良	"1-4,1-4"	"?10910,30910"	"教一楼一区101,教一楼一区102"	必修	通识教育平台课程
483	园林植物与应用	艺术设计系		2.5	79	5	侯涛	"1-5,1-5"	"?405060708,105060708"	"教五楼二区408,教一楼三区203"	选修	学科基础平台课程
484	数码艺术（一）	美术系(油画)		2	20	64	陈果	"1-4,1-4"	"?305060708,205060708"	"教一楼三区201,教一楼三区201"	选修	学科基础平台课程
485	人体素描(二)	艺术全院		3.5	21	29	高超	"2-3,1-3,1-3,1-3,1-3"	"?101020304,201020304,401020304,301020304,501020304"	"教一楼二区809,教一楼二区809,教一楼二区809,教一楼二区809,教一楼二区809"	必修	学科基础平台课程
486	中国传统造型语言	美术系（公共艺术		2	21	29	毛静	"15-18,15-18"	"?201020304,401020304"	"教一楼二区809,教一楼二区809"	必修	专业核心课程
487	写意人物(二)	美术系(国画)		3	16	34	毛静	"13-16,13-16,13-16"	"?105060708,305060708,205060708"	"教一楼二区709,教一楼二区709,教一楼二区709"	选修	专业方向课程1
488	设计方法学	工业设计系		2.5	39	51	吴清	"13-17,13-17"	"?301020304,105060708"	"教五楼二区408,教五楼二区408"	必修	学科基础平台课程
489	设计方法学	工业设计系		2.5	38	52	吴清	"13-17,13-17"	"?501020304,305060708"	"教五楼二区405,教五楼二区405"	必修	学科基础平台课程
490	版式设计	工业设计系		2.5	26	64	吴菁	"4-5,7-9,4-5,7-9"	"?401020304,201020304"	"教五楼二区407,教五楼二区407"	选修	学科基础平台课程
491	设计表达（一）	艺术设计系		3.5	31	26	曾力	"4-5,7-11,4-5,7-11"	"?305060708,105060708"	"教一楼二区601,教一楼二区601"	必修	专业核心课程
492	版式设计	工业设计系		2.5	38	52	吴菁	"11-15,11-15"	"?501020304,205060708"	"教五楼二区407,教五楼二区407"	选修	学科基础平台课程
493	设计透视	工业设计系		2	31	59	艾险峰	"4-5,7-12"	?301020304	教五楼二区407	必修	学科基础平台课程
494	公共艺术思维与表达	美术系（公共艺术		3.5	27	23	裴磊	"12-15,12-14,12-14,12-15"	"?201020304,401020304,501020304,301020304"	"教一楼二区904,教一楼二区904,教一楼二区904,教一楼二区904"	选修	专业任选课程
495	设计经典赏析	艺术设计系		3	30	22	张姝	"11-16,11-16"	"?305060708,205060708"	"教五楼二区403,教五楼二区403"	选修	学科基础平台课程
496	版式设计	工业设计系		2	78	-1	余劲松	"1-4,1-4"	"?305060708,205060708"	"艺术学院机房203,艺术学院机房203"	选修	专业任选课程
497	产品设计原理	工业设计系		3	37	47	曾力	"4-5,7-10,4-5,7-10"	"?205060708,505060708"	"教一楼三区202,教一楼三区202"	必修	专业核心课程
498	产品设计(一)	工业设计系		3.5	36	54	艾险峰	"12-18,12-18"	"?401020304,101020304"	"教五楼二区408,教五楼二区408"	选修	专业方向课程1
499	景观设计(二)	艺术设计系		4	40	10	李一霏	"12-15,12-15,12-15,12-15"	"?101020304,201020304,505060708,305060708"	"教五楼二区401,教五楼二区401,教五楼二区401,教五楼二区401"	必修	专业核心课程
500	英语演讲	外语系		3	35	15	外教B	"1-17,1-7"	"?30506,50506"	"教一楼二区404,教一楼二区404"	选修	学科基础平台课程
501	钢结构基本原理	结构教研室		3	76	64	刘华琛	"1-12,1-12"	"?50304,20506"	"教三楼307（黄家湖）,教三楼306（黄家湖）"	必修	专业核心课程
502	工程测量	建筑技术教研室		2	74	16	陈伟	"1-6,1-6"	"?30506,50506"	"教三楼309（黄家湖）,教三楼309（黄家湖）"	必修	专业核心课程
503	工程测量	建筑技术教研室		2	74	16	陈伟	"1-6,1-6"	"?10708,30708"	"教三楼211（黄家湖）,教三楼211（黄家湖）"	必修	专业核心课程
504	马克思主义基本原理	文法与经济学院		3	104	26	管开明	"7-16,7-16"	"?40304,20304"	"教一楼一区304,教一楼一区304"	必修	通识教育平台课程
505	马克思主义基本原理	文法与经济学院		3	130	0	郑琼梅	"7-16,7-16"	"?20102,40102"	"教一楼三区110,教一楼三区110"	必修	通识教育平台课程
506	马克思主义基本原理	文法与经济学院		3	138	0	李勇	"7-16,7-16"	"?40708,20708"	"教一楼一区206,教一楼一区206"	必修	通识教育平台课程
507	英语听力B(二)	外国语学院		3	31	21	黄朝恒	"1-12,1-12"	"?10304,30304"	"教四楼二区106,教四楼二区112"	必修	学科基础平台课程
508	弹性力学	力学教研室		3.5	29	55	郑华升	"1-9,1-9,1-10"	"?40506,30506,10506"	"教一楼一区207,教一楼一区307,教一楼一区108"	必修	专业核心课程
509	弹性力学	力学教研室		2	95	39	韩芳	"1-8,1-8"	"?30506,10506"	"教一楼一区502,教一楼一区403"	选修	专业任选课程
510	有机化学B	化学工程与技术学院		2.5	64	26	石从云	"1-10,1-10"	"?20304,40304"	"教三楼108（黄家湖）,教三楼108（黄家湖）"	必修	学科基础平台课程
511	有机化学B	化学系		2.5	73	17	石从云	"1-10,1-10"	"?20102,40102"	"教三楼108（黄家湖）,教三楼108（黄家湖）"	必修	学科基础平台课程
512	有机化学A	化学工程与技术学院		4	55	29	付磊	"1-16,1-16"	"?40304,10102"	"教一楼一区209,教一楼一区301"	必修	专业核心课程
513	能源化学	化工工艺教研室		2	42	48	邱江华	"11-18,11-18"	"?20304,40708"	"教三楼108（黄家湖）,教一楼三区507"	选修	专业任选课程
514	绿色化学	化工工艺教研室		1	80	40	孙昱	"15-18,15-18"	"?20102,50102"	"教一楼一区101,教一楼一区101"	选修	专业任选课程
515	工程力学A	力学教研室		5	28	56	何理	"1-13,1-12,1-12"	"?10506,30506,50102"	"教一楼一区406,教一楼一区406,教一楼一区406"	必修	学科基础平台课程
516	体育(三)	体育课部		1	26	0	金胜真	1月17日	?30708	黄家湖北区运动场	必修	通识教育平台课程
517	体育(三)	体育课部		1	25	1	金胜真	1月17日	?30304	黄家湖北区运动场	必修	通识教育平台课程
518	体育(三)	体育课部		1	27	0	曾繁繁	1月17日	?10506	黄家湖北区运动场	必修	通识教育平台课程
519	体育(三)	体育课部		1	25	1	伍冬桂	1月17日	?40506	黄家湖北区运动场	必修	通识教育平台课程
520	体育(三)	体育课部		1	26	1	王家力	1月17日	?10708	黄家湖北区运动场	必修	通识教育平台课程
521	体育(三)	体育课部		1	25	1	敖德江	1月17日	?30708	黄家湖北区运动场	必修	通识教育平台课程
522	体育(三)	体育课部		1	25	1	敖德江	1月17日	?30304	黄家湖北区运动场	必修	通识教育平台课程
523	体育(三)	体育课部		1	5	20	廖广云	1月17日	?50304	黄家湖北区运动场	必修	通识教育平台课程
524	体育(三)	体育课部		1	25	1	郭锐	1月17日	?30304	黄家湖北区运动场	必修	通识教育平台课程
525	体育(三)	体育课部		1	26	0	郭锐	1月17日	?10708	黄家湖北区运动场	必修	通识教育平台课程
526	体育(三)	体育课部		1	26	0	卢云飞	1月17日	?40708	黄家湖北区运动场	必修	通识教育平台课程
527	体育(三)	体育课部		1	25	1	伍冬桂	1月17日	?40708	黄家湖北区运动场	必修	通识教育平台课程
528	体育(三)	体育课部		1	2	23	敖德江	1月17日	?50506	黄家湖北区运动场	必修	通识教育平台课程
529	体育(三)	体育课部		1	25	1	马蕲	1月17日	?40506	黄家湖北区运动场	必修	通识教育平台课程
530	马克思主义基本原理	文法与经济学院		3	130	0	罗天强	"7-16,7-16"	"?10708,30708"	"教一楼一区503,教一楼一区503"	必修	通识教育平台课程
531	英语学习方法	外语系		1	0	134	双文庭	7月14日	?20102	教一楼三区107	选修	专业任选课程
532	设计色彩	工业设计系		4	0	60	周薇	"13-18,13-17,13-17"	"?105060708,301020304,501020304"	"教一楼二区801,教一楼二区801,教一楼二区801"	必修	学科基础平台课程
533	无机化学A(一)	化学系		2.5	0	84	鲁礼林	"6-15,6-15"	"?50304,10102"	"教一楼三区403,教一楼三区203"	必修	学科基础平台课程
534	管理学原理	工商管理系		3	0	58	潘开灵	"7-18,7-18"	"?20506,40102"	"管理楼112,管理楼112"	必修	学科基础平台课程
535	基础化学	化学系		2	0	84	"新教师A,鲁礼林"	"6-13,6-13,6-13,6-13"	"?50506,10506,50506,10506"	"教一楼三区402,教一楼三区507,教一楼三区402,教一楼三区507"	必修	学科基础平台课程
536	体育(一)	体育课部		1	1	24	杜辉	6月18日	?20506	黄家湖南区运动场	必修	通识教育平台课程
537	信息检索与利用	图书馆		1	5	79	金晓祥	10月17日	?50708	教一楼一区108	选修	学科基础平台课程
538	社会学	行政管理教研室		3	0	84	李莉	"7-18,7-18"	"?30304,20506"	"教一楼三区303,教一楼一区202"	必修	学科基础平台课程
539	英语口语A(一)	外语系		2	6	44	外教B	"7-11,7-17"	"?30304,20506"	"管理楼108,教一楼二区404"	选修	学科基础平台课程
540	机械制图A(一)	工程图学教研室		3.5	0	88	谢元敏	"7-9,7-16,7-16"	"?20304,50506,30102"	"教一楼三区103,管理楼103,管理楼102"	必修	学科基础平台课程
541	建筑制图A(一)	工程图学教研室		2	0	98	刘雯林	"7-14,7-14"	"?30708,10506"	"管理楼107,管理楼107"	必修	学科基础平台课程
542	机械制图B(一)	工程图学教研室		2.5	1	83	郑飞龙	"7-14,7-14"	"?10506,50506"	"教一楼三区302,汽车楼211"	必修	专业核心课程
543	机械制图B(一)	工程图学教研室		2.5	0	134	陆长胜	"7-14,7-15"	"?50506,20708"	"教一楼一区302,教二楼一区201"	必修	学科基础平台课程
544	机械制图B(一)	工程图学教研室		2.5	2	66	易灿灿	"7-14,7-14"	"?20102,40708"	"管理楼104,管理楼102"	必修	专业核心课程
545	综合英语(一)	外语系		6	0	40	黄西林	"7-18,10-18,7-18,7-9,7-18"	"?10506,40102,50506,40708,30506"	"教四楼一区108,教四楼二区310,教四楼二区105,教四楼二区112,管理楼104"	必修	学科基础平台课程
546	大学计算机基础A	计算机科学教研室		3	0	140	欧阳琳	"7-9,7-18"	"?20102,40506"	"教三楼105（黄家湖）,教三楼207（黄家湖）"	必修	通识教育平台课程
547	大学计算机基础A	计算机科学教研室		3	0	134	边小勇	"7-18,7-9"	"?20304,40506"	"教一楼三区407,教一楼三区308"	必修	通识教育平台课程
548	大学计算机基础B	计算机科学教研室		3	0	134	乔瑞	"7-18,7-9"	"?10304,40506"	"教一楼三区505,教三楼206（黄家湖）"	必修	通识教育平台课程
549	程序设计基础(一)	计算机科学教研室		3	0	117	罗景	"7-18,7-18"	"?10304,30304"	"汽车楼210,汽车楼210"	必修	学科基础平台课程
550	程序设计基础(一)	计算机科学教研室		3	0	134	王晓峰	"7-18,7-18"	"?40506,10506"	"教一楼一区301,教一楼一区306"	必修	学科基础平台课程
551	高等数学	信息与计算科学系		4	0	134	鄂学壮	"7-17,7-17,7-17"	"?50304,30304,10304"	"教一楼三区309,教一楼三区309,教一楼三区309"	必修	学科基础平台课程
552	医用物理学B	应用物理系		2	0	134	何敏	"7-14,7-14"	"?20304,40304"	"教一楼三区108,教一楼三区108"	必修	学科基础平台课程
553	高等数学A(一)	信息与计算科学系		5	0	100	龚正良	"7-18,7-10,7-18,7-18"	"?10102,20102,50102,30102"	"教一楼三区305,教一楼三区305,教一楼三区305,教一楼三区305"	必修	学科基础平台课程
554	高等数学A(一)	信息与计算科学系		5	0	140	肖俊	"7-10,7-18,7-18,7-18"	"?20102,50102,10102,30102"	"教三楼305（黄家湖）,教三楼207（黄家湖）,教三楼305（黄家湖）,教三楼207（黄家湖）"	必修	学科基础平台课程
555	高等数学A(一)	信息与计算科学系		5	0	100	祝彦成	"7-18,7-18,7-18,7-10"	"?50102,30102,10102,20102"	"教一楼三区106,教一楼三区106,教一楼三区106,教一楼三区106"	必修	学科基础平台课程
